{'learning_rate': 0.02, 'learning_rate_tau': 10000, 'task_id': 1, 'mode': {'max_epochs': 100, 'name': 'classic', 'min_error': 0}, 'batchnorm': {'type': 'none', 'modes': [], 'tau': 5, 'momentum': 0.98}}
{'va': {'in_seq_len': 40, 'max_truncation': 0, 'minibatch_size': 500, 'minibatch_mode': False}, 'te': {'in_seq_len': 40, 'max_truncation': 0, 'minibatch_size': 500, 'minibatch_mode': False}, 'dataset': 'timit', 'remove_bias': False, 'tr': {'in_seq_len': 40, 'max_truncation': 0, 'minibatch_size': 1000, 'minibatch_mode': True}}
{'gradient_clip_value': 0.5, 'weight_type': 'ternary', 'discrete_acts': [''], 'output_type': 'classification', 'layout': [13, 70, 100, 60], 'layer_configs': [{'layer_type': 'input'}, {'init_config': {'c': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'f': {'w': 'xavier', 'b': 'all_one'}, 'o': {'w': 'xavier', 'b': 'all_zero'}}, 'regularization': {'state_zo_prob': 0.05, 'mode': 'none', 'output_zo_prob': 0.01}, 'var_scope': 'lstm_0', 'layer_type': 'lstm'}, {'init_config': {'c': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'f': {'w': 'xavier', 'b': 'all_one'}, 'o': {'w': 'xavier', 'b': 'all_zero'}}, 'regularization': {'state_zo_prob': 0.05, 'mode': 'none', 'output_zo_prob': 0.01}, 'var_scope': 'lstm_1', 'layer_type': 'lstm'}, {'init_config': {'w': 'xavier', 'b': 'all_zero'}, 'regularization': {'strength': 0.0, 'mode': 'l2'}, 'var_scope': 'output_layer', 'layer_type': 'fc'}], 'n_bins': 2.0}
{'include_pred': False, 'include_out': False, 'save_model': {'enabled': False, 'path': '../tr_models/m_model1'}, 'calc_performance_every': 1}

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 1}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': [''],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0124, TrLoss:  4.64144, VaAcc: 0.0121, VaLoss:  4.64162
 36,  0 | TrAcc: 0.4833, TrLoss:  1.68720, VaAcc: 0.3823, VaLoss:  2.44624
 37,  0 | TrAcc: 0.4870, TrLoss:  1.66307, VaAcc: 0.3793, VaLoss:  2.45128
 38,  0 | TrAcc: 0.4922, TrLoss:  1.64677, VaAcc: 0.3944, VaLoss:  2.42318
 39,  0 | TrAcc: 0.5015, TrLoss:  1.62830, VaAcc: 0.4000, VaLoss:  2.41572
 40,  0 | TrAcc: 0.4926, TrLoss:  1.63752, VaAcc: 0.3941, VaLoss:  2.43859
 41,  0 | TrAcc: 0.4931, TrLoss:  1.64813, VaAcc: 0.3931, VaLoss:  2.43446
 42,  0 | TrAcc: 0.4933, TrLoss:  1.64497, VaAcc: 0.3944, VaLoss:  2.43614
 43,  0 | TrAcc: 0.4922, TrLoss:  1.65227, VaAcc: 0.3933, VaLoss:  2.43521
 44,  0 | TrAcc: 0.4979, TrLoss:  1.62186, VaAcc: 0.3915, VaLoss:  2.43109
 45,  0 | TrAcc: 0.4957, TrLoss:  1.63857, VaAcc: 0.3972, VaLoss:  2.44171
 46,  0 | TrAcc: 0.4950, TrLoss:  1.63786, VaAcc: 0.4015, VaLoss:  2.43813
 47,  0 | TrAcc: 0.5001, TrLoss:  1.61740, VaAcc: 0.3920, VaLoss:  2.44036
 48,  0 | TrAcc: 0.4974, TrLoss:  1.62383, VaAcc: 0.4002, VaLoss:  2.44738
 49,  0 | TrAcc: 0.5082, TrLoss:  1.59458, VaAcc: 0.3896, VaLoss:  2.43049
 50,  0 | TrAcc: 0.4943, TrLoss:  1.62526, VaAcc: 0.3907, VaLoss:  2.44354
 51,  0 | TrAcc: 0.4967, TrLoss:  1.61661, VaAcc: 0.3883, VaLoss:  2.44267
 52,  0 | TrAcc: 0.5118, TrLoss:  1.58170, VaAcc: 0.4008, VaLoss:  2.43506
 53,  0 | TrAcc: 0.4979, TrLoss:  1.61393, VaAcc: 0.4051, VaLoss:  2.43934
 54,  0 | TrAcc: 0.5043, TrLoss:  1.60828, VaAcc: 0.4019, VaLoss:  2.43320
 55,  0 | TrAcc: 0.4955, TrLoss:  1.62661, VaAcc: 0.3956, VaLoss:  2.44665
 56,  0 | TrAcc: 0.4951, TrLoss:  1.63003, VaAcc: 0.3875, VaLoss:  2.46720
 57,  0 | TrAcc: 0.5044, TrLoss:  1.59625, VaAcc: 0.3915, VaLoss:  2.44930
 58,  0 | TrAcc: 0.5075, TrLoss:  1.58789, VaAcc: 0.3944, VaLoss:  2.45338
 59,  0 | TrAcc: 0.5073, TrLoss:  1.58853, VaAcc: 0.3980, VaLoss:  2.45459
 60,  0 | TrAcc: 0.5059, TrLoss:  1.58352, VaAcc: 0.3954, VaLoss:  2.44353
 61,  0 | TrAcc: 0.4991, TrLoss:  1.61710, VaAcc: 0.4017, VaLoss:  2.44528
 62,  0 | TrAcc: 0.5141, TrLoss:  1.57159, VaAcc: 0.3907, VaLoss:  2.45373
 63,  0 | TrAcc: 0.5073, TrLoss:  1.58381, VaAcc: 0.3946, VaLoss:  2.45793
 64,  0 | TrAcc: 0.5071, TrLoss:  1.58795, VaAcc: 0.3995, VaLoss:  2.45501
 65,  0 | TrAcc: 0.5011, TrLoss:  1.58840, VaAcc: 0.4025, VaLoss:  2.45173
 66,  0 | TrAcc: 0.5185, TrLoss:  1.54416, VaAcc: 0.4023, VaLoss:  2.45787
 67,  0 | TrAcc: 0.5044, TrLoss:  1.58680, VaAcc: 0.3974, VaLoss:  2.45957
 68,  0 | TrAcc: 0.5078, TrLoss:  1.57128, VaAcc: 0.4066, VaLoss:  2.45779
 69,  0 | TrAcc: 0.5168, TrLoss:  1.56117, VaAcc: 0.3894, VaLoss:  2.45697
 70,  0 | TrAcc: 0.5036, TrLoss:  1.58513, VaAcc: 0.3956, VaLoss:  2.46037
 71,  0 | TrAcc: 0.5164, TrLoss:  1.55390, VaAcc: 0.3946, VaLoss:  2.45255
 72,  0 | TrAcc: 0.5135, TrLoss:  1.57220, VaAcc: 0.3875, VaLoss:  2.46108
 73,  0 | TrAcc: 0.5143, TrLoss:  1.53923, VaAcc: 0.3965, VaLoss:  2.46332
 74,  0 | TrAcc: 0.5176, TrLoss:  1.54230, VaAcc: 0.3987, VaLoss:  2.46087
 75,  0 | TrAcc: 0.5156, TrLoss:  1.56878, VaAcc: 0.3980, VaLoss:  2.45965
 76,  0 | TrAcc: 0.5160, TrLoss:  1.55605, VaAcc: 0.3948, VaLoss:  2.46127
 77,  0 | TrAcc: 0.5115, TrLoss:  1.56644, VaAcc: 0.3868, VaLoss:  2.47308
 78,  0 | TrAcc: 0.5236, TrLoss:  1.54150, VaAcc: 0.3952, VaLoss:  2.46555
 79,  0 | TrAcc: 0.5120, TrLoss:  1.57199, VaAcc: 0.3853, VaLoss:  2.46567
 80,  0 | TrAcc: 0.5091, TrLoss:  1.58370, VaAcc: 0.3877, VaLoss:  2.46937
 81,  0 | TrAcc: 0.5170, TrLoss:  1.54822, VaAcc: 0.3959, VaLoss:  2.45419
 82,  0 | TrAcc: 0.5160, TrLoss:  1.55294, VaAcc: 0.3967, VaLoss:  2.46165
 83,  0 | TrAcc: 0.5082, TrLoss:  1.56971, VaAcc: 0.3866, VaLoss:  2.47096
 84,  0 | TrAcc: 0.5128, TrLoss:  1.54898, VaAcc: 0.3909, VaLoss:  2.46236
 85,  0 | TrAcc: 0.5127, TrLoss:  1.56739, VaAcc: 0.3842, VaLoss:  2.49817
 86,  0 | TrAcc: 0.5056, TrLoss:  1.57040, VaAcc: 0.3939, VaLoss:  2.48184
 87,  0 | TrAcc: 0.5172, TrLoss:  1.55607, VaAcc: 0.3881, VaLoss:  2.48099
 88,  0 | TrAcc: 0.5149, TrLoss:  1.55665, VaAcc: 0.3993, VaLoss:  2.46205
 89,  0 | TrAcc: 0.5214, TrLoss:  1.53625, VaAcc: 0.3935, VaLoss:  2.47102
 90,  0 | TrAcc: 0.5205, TrLoss:  1.52386, VaAcc: 0.4047, VaLoss:  2.45288
 91,  0 | TrAcc: 0.5290, TrLoss:  1.51726, VaAcc: 0.4030, VaLoss:  2.46125
 92,  0 | TrAcc: 0.5260, TrLoss:  1.51742, VaAcc: 0.4038, VaLoss:  2.45122
 93,  0 | TrAcc: 0.5235, TrLoss:  1.51755, VaAcc: 0.3961, VaLoss:  2.46495
 94,  0 | TrAcc: 0.5202, TrLoss:  1.53210, VaAcc: 0.4064, VaLoss:  2.46300
 95,  0 | TrAcc: 0.5235, TrLoss:  1.54584, VaAcc: 0.4069, VaLoss:  2.46327
 96,  0 | TrAcc: 0.5178, TrLoss:  1.53872, VaAcc: 0.4010, VaLoss:  2.46404
 97,  0 | TrAcc: 0.5233, TrLoss:  1.52787, VaAcc: 0.3941, VaLoss:  2.48451
 98,  0 | TrAcc: 0.5137, TrLoss:  1.54349, VaAcc: 0.3950, VaLoss:  2.48407
 99,  0 | TrAcc: 0.5218, TrLoss:  1.53289, VaAcc: 0.3909, VaLoss:  2.48983

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 1}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': [''],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0147, TrLoss:  4.61743, VaAcc: 0.0172, VaLoss:  4.61554
  1,  0 | TrAcc: 0.2956, TrLoss:  2.56329, VaAcc: 0.2600, VaLoss:  2.77030
  2,  0 | TrAcc: 0.3364, TrLoss:  2.32163, VaAcc: 0.2950, VaLoss:  2.64750
  3,  0 | TrAcc: 0.3596, TrLoss:  2.21901, VaAcc: 0.3077, VaLoss:  2.61327
  4,  0 | TrAcc: 0.3653, TrLoss:  2.17663, VaAcc: 0.3092, VaLoss:  2.59342
  5,  0 | TrAcc: 0.3866, TrLoss:  2.07817, VaAcc: 0.3344, VaLoss:  2.50605
  6,  0 | TrAcc: 0.3951, TrLoss:  2.04961, VaAcc: 0.3426, VaLoss:  2.51384
  7,  0 | TrAcc: 0.4055, TrLoss:  2.01064, VaAcc: 0.3534, VaLoss:  2.49481
  8,  0 | TrAcc: 0.4109, TrLoss:  1.99794, VaAcc: 0.3424, VaLoss:  2.51350
  9,  0 | TrAcc: 0.4119, TrLoss:  1.94523, VaAcc: 0.3532, VaLoss:  2.49894
 10,  0 | TrAcc: 0.4163, TrLoss:  1.94290, VaAcc: 0.3519, VaLoss:  2.50612
 11,  0 | TrAcc: 0.4279, TrLoss:  1.92236, VaAcc: 0.3631, VaLoss:  2.49203
 12,  0 | TrAcc: 0.4335, TrLoss:  1.88770, VaAcc: 0.3562, VaLoss:  2.45856
 13,  0 | TrAcc: 0.4393, TrLoss:  1.85104, VaAcc: 0.3678, VaLoss:  2.47426
 14,  0 | TrAcc: 0.4474, TrLoss:  1.83306, VaAcc: 0.3741, VaLoss:  2.45885
 15,  0 | TrAcc: 0.4449, TrLoss:  1.83464, VaAcc: 0.3700, VaLoss:  2.45970
 16,  0 | TrAcc: 0.4400, TrLoss:  1.84696, VaAcc: 0.3823, VaLoss:  2.45647
 17,  0 | TrAcc: 0.4463, TrLoss:  1.82327, VaAcc: 0.3767, VaLoss:  2.47432
 18,  0 | TrAcc: 0.4572, TrLoss:  1.77627, VaAcc: 0.3756, VaLoss:  2.44339
 19,  0 | TrAcc: 0.4523, TrLoss:  1.78721, VaAcc: 0.3851, VaLoss:  2.46579
 20,  0 | TrAcc: 0.4558, TrLoss:  1.77709, VaAcc: 0.3715, VaLoss:  2.45396
 21,  0 | TrAcc: 0.4648, TrLoss:  1.75878, VaAcc: 0.3892, VaLoss:  2.45138
 22,  0 | TrAcc: 0.4608, TrLoss:  1.76510, VaAcc: 0.3851, VaLoss:  2.43807
 23,  0 | TrAcc: 0.4616, TrLoss:  1.76168, VaAcc: 0.3724, VaLoss:  2.44588
 24,  0 | TrAcc: 0.4614, TrLoss:  1.75401, VaAcc: 0.3862, VaLoss:  2.45234
 25,  0 | TrAcc: 0.4652, TrLoss:  1.74185, VaAcc: 0.3706, VaLoss:  2.47395
 26,  0 | TrAcc: 0.4686, TrLoss:  1.75313, VaAcc: 0.3857, VaLoss:  2.45668
 27,  0 | TrAcc: 0.4767, TrLoss:  1.70682, VaAcc: 0.3762, VaLoss:  2.45601
 28,  0 | TrAcc: 0.4787, TrLoss:  1.71138, VaAcc: 0.3771, VaLoss:  2.44973
 29,  0 | TrAcc: 0.4779, TrLoss:  1.70309, VaAcc: 0.3777, VaLoss:  2.45478
 30,  0 | TrAcc: 0.4880, TrLoss:  1.68877, VaAcc: 0.3859, VaLoss:  2.43996
 31,  0 | TrAcc: 0.4769, TrLoss:  1.69994, VaAcc: 0.3799, VaLoss:  2.44642
 32,  0 | TrAcc: 0.4870, TrLoss:  1.68061, VaAcc: 0.3909, VaLoss:  2.43106
 33,  0 | TrAcc: 0.4836, TrLoss:  1.67793, VaAcc: 0.3823, VaLoss:  2.45647
 34,  0 | TrAcc: 0.4804, TrLoss:  1.68518, VaAcc: 0.3965, VaLoss:  2.43313
 35,  0 | TrAcc: 0.4856, TrLoss:  1.67365, VaAcc: 0.3941, VaLoss:  2.44954
 36,  0 | TrAcc: 0.4862, TrLoss:  1.67543, VaAcc: 0.3931, VaLoss:  2.43349
 37,  0 | TrAcc: 0.4841, TrLoss:  1.67362, VaAcc: 0.3903, VaLoss:  2.44469
 38,  0 | TrAcc: 0.4786, TrLoss:  1.69150, VaAcc: 0.3708, VaLoss:  2.45319
 39,  0 | TrAcc: 0.4798, TrLoss:  1.68136, VaAcc: 0.3689, VaLoss:  2.47692
 40,  0 | TrAcc: 0.4816, TrLoss:  1.68361, VaAcc: 0.3857, VaLoss:  2.46650
 41,  0 | TrAcc: 0.4839, TrLoss:  1.67706, VaAcc: 0.3887, VaLoss:  2.46517
 42,  0 | TrAcc: 0.4884, TrLoss:  1.66370, VaAcc: 0.3950, VaLoss:  2.45995
 43,  0 | TrAcc: 0.4814, TrLoss:  1.67241, VaAcc: 0.3821, VaLoss:  2.45687
 44,  0 | TrAcc: 0.4914, TrLoss:  1.65189, VaAcc: 0.4002, VaLoss:  2.43627
 45,  0 | TrAcc: 0.4925, TrLoss:  1.64029, VaAcc: 0.3879, VaLoss:  2.47426
 46,  0 | TrAcc: 0.4913, TrLoss:  1.63984, VaAcc: 0.3963, VaLoss:  2.46367
 47,  0 | TrAcc: 0.4928, TrLoss:  1.64664, VaAcc: 0.3967, VaLoss:  2.46377
 48,  0 | TrAcc: 0.4921, TrLoss:  1.64162, VaAcc: 0.3890, VaLoss:  2.46223
 49,  0 | TrAcc: 0.4965, TrLoss:  1.61440, VaAcc: 0.3991, VaLoss:  2.44675
 50,  0 | TrAcc: 0.4966, TrLoss:  1.63603, VaAcc: 0.3933, VaLoss:  2.46189
 51,  0 | TrAcc: 0.4989, TrLoss:  1.62661, VaAcc: 0.3872, VaLoss:  2.46562
 52,  0 | TrAcc: 0.4973, TrLoss:  1.62805, VaAcc: 0.4006, VaLoss:  2.44267
 53,  0 | TrAcc: 0.4874, TrLoss:  1.64171, VaAcc: 0.3915, VaLoss:  2.46987
 54,  0 | TrAcc: 0.4971, TrLoss:  1.62982, VaAcc: 0.3900, VaLoss:  2.46941
 55,  0 | TrAcc: 0.5050, TrLoss:  1.61068, VaAcc: 0.3963, VaLoss:  2.44937
 56,  0 | TrAcc: 0.5011, TrLoss:  1.61939, VaAcc: 0.3877, VaLoss:  2.46125
 57,  0 | TrAcc: 0.4949, TrLoss:  1.63669, VaAcc: 0.3933, VaLoss:  2.47639
 58,  0 | TrAcc: 0.4966, TrLoss:  1.61934, VaAcc: 0.3851, VaLoss:  2.47754
 59,  0 | TrAcc: 0.5044, TrLoss:  1.59872, VaAcc: 0.3956, VaLoss:  2.45047
 60,  0 | TrAcc: 0.5027, TrLoss:  1.61110, VaAcc: 0.3821, VaLoss:  2.46000
 61,  0 | TrAcc: 0.5046, TrLoss:  1.60702, VaAcc: 0.3946, VaLoss:  2.46181
 62,  0 | TrAcc: 0.5053, TrLoss:  1.59884, VaAcc: 0.3853, VaLoss:  2.45735
 63,  0 | TrAcc: 0.5057, TrLoss:  1.59407, VaAcc: 0.3907, VaLoss:  2.46769
 64,  0 | TrAcc: 0.5032, TrLoss:  1.59579, VaAcc: 0.3954, VaLoss:  2.45916
 65,  0 | TrAcc: 0.5081, TrLoss:  1.57079, VaAcc: 0.3963, VaLoss:  2.44982
